t = 5,0000000000000e-01
--------------------------------------
1,6487212707001e+00
1,6487212707001e+00
1,6487212707001e+00
1,6487212707001e+00
1,6487212707001e+00
1,6487212707001e+00
1,6536398892447e+00
1,6534654701473e+00
1,6536398892447e+00
1,6487212707001e+00
1,6487212707001e+00
1,6534654701473e+00
1,6535119819066e+00
1,6534654701473e+00
1,6487212707001e+00
1,6487212707001e+00
1,6536398892447e+00
1,6534654701473e+00
1,6536398892447e+00
1,6487212707001e+00
1,6487212707001e+00
1,6487212707001e+00
1,6487212707001e+00
1,6487212707001e+00
1,6487212707001e+00
--------------------------------------

t = 7,5000000000000e-01
--------------------------------------
2,1170000166127e+00
2,1170000166127e+00
2,1170000166127e+00
2,1170000166127e+00
2,1170000166127e+00
2,1170000166127e+00
2,1279065438214e+00
2,1284480434993e+00
2,1279065438214e+00
2,1170000166127e+00
2,1170000166127e+00
2,1284480434993e+00
2,1295625618699e+00
2,1284480434993e+00
2,1170000166127e+00
2,1170000166127e+00
2,1279065438214e+00
2,1284480434993e+00
2,1279065438214e+00
2,1170000166127e+00
2,1170000166127e+00
2,1170000166127e+00
2,1170000166127e+00
2,1170000166127e+00
2,1170000166127e+00
--------------------------------------

t = 1,0000000000000e+00
--------------------------------------
2,7182818284590e+00
2,7182818284590e+00
2,7182818284590e+00
2,7182818284590e+00
2,7182818284590e+00
2,7182818284590e+00
2,7357512544958e+00
2,7375707639990e+00
2,7357512544958e+00
2,7182818284590e+00
2,7182818284590e+00
2,7375707639990e+00
2,7405143154705e+00
2,7375707639990e+00
2,7182818284590e+00
2,7182818284590e+00
2,7357512544958e+00
2,7375707639990e+00
2,7357512544958e+00
2,7182818284590e+00
2,7182818284590e+00
2,7182818284590e+00
2,7182818284590e+00
2,7182818284590e+00
2,7182818284590e+00
--------------------------------------

t = 1,2500000000000e+00
--------------------------------------
3,4903429574618e+00
3,4903429574618e+00
3,4903429574618e+00
3,4903429574618e+00
3,4903429574618e+00
3,4903429574618e+00
3,5153012188426e+00
3,5186655721752e+00
3,5153012188426e+00
3,4903429574618e+00
3,4903429574618e+00
3,5186655721752e+00
3,5238696190105e+00
3,5186655721752e+00
3,4903429574618e+00
3,4903429574618e+00
3,5153012188426e+00
3,5186655721752e+00
3,5153012188426e+00
3,4903429574618e+00
3,4903429574618e+00
3,4903429574618e+00
3,4903429574618e+00
3,4903429574618e+00
3,4903429574618e+00
--------------------------------------

t = 1,5000000000000e+00
--------------------------------------
4,4816890703381e+00
4,4816890703381e+00
4,4816890703381e+00
4,4816890703381e+00
4,4816890703381e+00
4,4816890703381e+00
4,5155778487022e+00
4,5206908413870e+00
4,5155778487022e+00
4,4816890703381e+00
4,4816890703381e+00
4,5206908413870e+00
4,5284944031780e+00
4,5206908413870e+00
4,4816890703381e+00
4,4816890703381e+00
4,5155778487022e+00
4,5206908413870e+00
4,5155778487022e+00
4,4816890703381e+00
4,4816890703381e+00
4,4816890703381e+00
4,4816890703381e+00
4,4816890703381e+00
4,4816890703381e+00
--------------------------------------

t = 1,7500000000000e+00
--------------------------------------
5,7546026760057e+00
5,7546026760057e+00
5,7546026760057e+00
5,7546026760057e+00
5,7546026760057e+00
5,7546026760057e+00
5,7994561882312e+00
5,8065949043297e+00
5,7994561882312e+00
5,7546026760057e+00
5,7546026760057e+00
5,8065949043297e+00
5,8174310210419e+00
5,8065949043297e+00
5,7546026760057e+00
5,7546026760057e+00
5,7994561882312e+00
5,8065949043297e+00
5,7994561882312e+00
5,7546026760057e+00
5,7546026760057e+00
5,7546026760057e+00
5,7546026760057e+00
5,7546026760057e+00
5,7546026760057e+00
--------------------------------------

t = 2,0000000000000e+00
--------------------------------------
7,3890560989307e+00
7,3890560989307e+00
7,3890560989307e+00
7,3890560989307e+00
7,3890560989307e+00
7,3890560989307e+00
7,4476170138591e+00
7,4571903535186e+00
7,4476170138591e+00
7,3890560989307e+00
7,3890560989307e+00
7,4571903535186e+00
7,4716825873984e+00
7,4571903535186e+00
7,3890560989307e+00
7,3890560989307e+00
7,4476170138591e+00
7,4571903535186e+00
7,4476170138591e+00
7,3890560989307e+00
7,3890560989307e+00
7,3890560989307e+00
7,3890560989307e+00
7,3890560989307e+00
7,3890560989307e+00
--------------------------------------

